pipeline_lo,pipeline_hi,theory_K_hi_over_lo,median_K_hi_over_lo,p10_K_hi_over_lo,p90_K_hi_over_lo,n_seeds
baseline,improved,4.504000516023448,4.498521269958365,3.944467768034493,5.05107324202457,60
